problem,method,h,x,y,exact,numerical,absolute_error
C1,SOR omega=1.6,0.125,0.375,0.75,0.6532814824381883,0.6617419654744037,0.008460483036215383
C1,SOR omega=1.6,0.125,0.5,0.75,0.7071067811865476,0.7162643420284028,0.009157560841855261
C1,SOR omega=1.6,0.125,0.625,0.75,0.6532814824381883,0.6617419654650547,0.008460483026866417
C1,SOR omega=1.6,0.125,0.75,0.75,0.5000000000000001,0.5064753733660681,0.00647537336606796
C1,SOR omega=1.6,0.125,0.875,0.75,0.2705980500730986,0.27410249688285854,0.00350444680975992
C1,SOR omega=1.6,0.125,1.0,0.75,8.659560562354934e-17,0.0,8.659560562354934e-17
C1,SOR omega=1.6,0.125,0.0,0.875,0.0,0.0,0.0
C1,SOR omega=1.6,0.125,0.125,0.875,0.1464466094067263,0.14834320235819193,0.001896592951465631
C1,SOR omega=1.6,0.125,0.25,0.875,0.27059805007309856,0.2741024968882485,0.003504446815149942
C1,SOR omega=1.6,0.125,0.375,0.875,0.35355339059327384,0.35813217101310035,0.004578780419826511
C1,SOR omega=1.6,0.125,0.5,0.875,0.3826834323650899,0.3876394685755372,0.004956036210447323
C1,SOR omega=1.6,0.125,0.625,0.875,0.35355339059327384,0.35813217100898054,0.004578780415706696
C1,SOR omega=1.6,0.125,0.75,0.875,0.2705980500730986,0.27410249688285854,0.00350444680975992
C1,SOR omega=1.6,0.125,0.875,0.875,0.14644660940672632,0.14834320235111859,0.0018965929443922613
C1,SOR omega=1.6,0.125,1.0,0.875,4.6865204053263e-17,0.0,4.6865204053263e-17
C1,SOR omega=1.6,0.125,0.0,1.0,0.0,0.0,0.0
C1,SOR omega=1.6,0.125,0.125,1.0,4.6865204053262986e-17,0.0,4.6865204053262986e-17
C1,SOR omega=1.6,0.125,0.25,1.0,8.659560562354932e-17,0.0,8.659560562354932e-17
C1,SOR omega=1.6,0.125,0.375,1.0,1.1314261122877003e-16,0.0,1.1314261122877003e-16
C1,SOR omega=1.6,0.125,0.5,1.0,1.2246467991473532e-16,0.0,1.2246467991473532e-16
C1,SOR omega=1.6,0.125,0.625,1.0,1.1314261122877003e-16,0.0,1.1314261122877003e-16
C1,SOR omega=1.6,0.125,0.75,1.0,8.659560562354934e-17,0.0,8.659560562354934e-17
C1,SOR omega=1.6,0.125,0.875,1.0,4.6865204053263e-17,0.0,4.6865204053263e-17
C1,SOR omega=1.6,0.125,1.0,1.0,1.4997597826618576e-32,0.0,1.4997597826618576e-32
C1,Direct,0.0625,0.0,0.0,0.0,0.0,0.0
C1,Direct,0.0625,0.0625,0.0,0.0,0.0,0.0
C1,Direct,0.0625,0.125,0.0,0.0,0.0,0.0
C1,Direct,0.0625,0.1875,0.0,0.0,0.0,0.0
C1,Direct,0.0625,0.25,0.0,0.0,0.0,0.0
C1,Direct,0.0625,0.3125,0.0,0.0,0.0,0.0
C1,Direct,0.0625,0.375,0.0,0.0,0.0,0.0
C1,Direct,0.0625,0.4375,0.0,0.0,0.0,0.0
C1,Direct,0.0625,0.5,0.0,0.0,0.0,0.0
C1,Direct,0.0625,0.5625,0.0,0.0,0.0,0.0
C1,Direct,0.0625,0.625,0.0,0.0,0.0,0.0
C1,Direct,0.0625,0.6875,0.0,0.0,0.0,0.0
C1,Direct,0.0625,0.75,0.0,0.0,0.0,0.0
C1,Direct,0.0625,0.8125,0.0,0.0,0.0,0.0
C1,Direct,0.0625,0.875,0.0,0.0,0.0,0.0
C1,Direct,0.0625,0.9375,0.0,0.0,0.0,0.0
C1,Direct,0.0625,1.0,0.0,0.0,0.0,0.0
C1,Direct,0.0625,0.0,0.0625,0.0,0.0,0.0
C1,Direct,0.0625,0.0625,0.0625,0.03806023374435662,0.038182748283360796,0.00012251453900417875
C1,Direct,0.0625,0.125,0.0625,0.0746578340503426,0.07489815496332397,0.00024032091298137326
C1,Direct,0.0625,0.1875,0.0625,0.1083863756623696,0.10873526755141583,0.0003488918890462295
C1,Direct,0.0625,0.25,0.0625,0.13794968964147147,0.13839374478694738,0.00044405514547590785
C1,Direct,0.0625,0.3125,0.0625,0.16221167441072887,0.16273382802242278,0.0005221536116939152
C1,Direct,0.0625,0.375,0.0625,0.18023995550173696,0.18082014150917852,0.0005801860074415577
C1,Direct,0.0625,0.4375,0.0625,0.19134171618254486,0.1919576383628402,0.0006159221802953252
C1,Direct,0.0625,0.5,0.0625,0.19509032201612825,0.1957183108253017,0.0006279888091734465
C1,Direct,0.0625,0.5625,0.0625,0.19134171618254486,0.1919576383628401,0.0006159221802952419
C1,Direct,0.0625,0.625,0.0625,0.18023995550173696,0.18082014150917844,0.0005801860074414744
C1,Direct,0.0625,0.6875,0.0625,0.16221167441072887,0.1627338280224227,0.0005221536116938319
C1,Direct,0.0625,0.75,0.0625,0.1379496896414715,0.13839374478694733,0.0004440551454758246
C1,Direct,0.0625,0.8125,0.0625,0.1083863756623696,0.10873526755141581,0.0003488918890462156
C1,Direct,0.0625,0.875,0.0625,0.07465783405034263,0.07489815496332398,0.00024032091298135938
C1,Direct,0.0625,0.9375,0.0625,0.038060233744356686,0.03818274828336081,0.00012251453900412324
C1,Direct,0.0625,1.0,0.0625,2.3891673840167787e-17,0.0,2.3891673840167787e-17
C1,Direct,0.0625,0.0,0.125,0.0,0.0,0.0
C1,Direct,0.0625,0.0625,0.125,0.0746578340503426,0.07489815496332398,0.00024032091298138714
C1,Direct,0.0625,0.125,0.125,0.14644660940672624,0.14691801583477662,0.00047140642805038047
C1,Direct,0.0625,0.1875,0.125,0.2126075236918141,0.2132918997502713,0.0006843760584571978
C1,Direct,0.0625,0.25,0.125,0.27059805007309845,0.2714690955738385,0.0008710455007400753
C1,Direct,0.0625,0.3125,0.125,0.31818964514320847,0.3192138862961259,0.0010242411529174378
C1,Direct,0.0625,0.375,0.125,0.3535533905932738,0.3546914663852629,0.0011380757919891016
C1,Direct,0.0625,0.4375,0.125,0.37533027751786524,0.3765384523344802,0.0012081748166149486
C1,Direct,0.0625,0.5,0.125,0.3826834323650898,0.38391527672568027,0.0012318443605904839
C1,Direct,0.0625,0.5625,0.125,0.37533027751786524,0.3765384523344801,0.0012081748166148376
C1,Direct,0.0625,0.625,0.125,0.3535533905932738,0.3546914663852628,0.0011380757919889906
C1,Direct,0.0625,0.6875,0.125,0.3181896451432085,0.3192138862961258,0.0010242411529172712
C1,Direct,0.0625,0.75,0.125,0.2705980500730985,0.27146909557383847,0.0008710455007399642
C1,Direct,0.0625,0.8125,0.125,0.2126075236918141,0.2132918997502713,0.0006843760584571978
C1,Direct,0.0625,0.875,0.125,0.1464466094067263,0.14691801583477668,0.00047140642805038047
C1,Direct,0.0625,0.9375,0.125,0.07465783405034274,0.07489815496332401,0.00024032091298127611
C1,Direct,0.0625,1.0,0.125,4.6865204053262986e-17,0.0,4.6865204053262986e-17
C1,Direct,0.0625,0.0,0.1875,0.0,0.0,0.0
C1,Direct,0.0625,0.0625,0.1875,0.1083863756623696,0.10873526755141584,0.00034889188904624335
C1,Direct,0.0625,0.125,0.1875,0.2126075236918141,0.21329189975027135,0.0006843760584572534
C1,Direct,0.0625,0.1875,0.1875,0.3086582838174551,0.30965184385719935,0.0009935600397442679
C1,Direct,0.0625,0.25,0.1875,0.392847479193551,0.39411204125944976,0.0012645620658987555
C1,Direct,0.0625,0.3125,0.1875,0.4619397662556433,0.4634267339366786,0.0014869676810352894
C1,Direct,0.0625,0.375,0.1875,0.5132799671593367,0.5149321971214275,0.001652229962090801
C1,Direct,0.0625,0.4375,0.1875,0.5448951067758185,0.546649104748103,0.0017539979722844823
C1,Direct,0.0625,0.5,0.1875,0.5555702330196022,0.5573585938436587,0.001788360824056534
C1,Direct,0.0625,0.5625,0.1875,0.5448951067758185,0.5466491047481029,0.0017539979722843713
C1,Direct,0.0625,0.625,0.1875,0.5132799671593367,0.5149321971214275,0.001652229962090801
C1,Direct,0.0625,0.6875,0.1875,0.4619397662556434,0.46342673393667855,0.0014869676810351229
C1,Direct,0.0625,0.75,0.1875,0.39284747919355106,0.3941120412594497,0.0012645620658986445
C1,Direct,0.0625,0.8125,0.1875,0.3086582838174551,0.30965184385719935,0.0009935600397442679
C1,Direct,0.0625,0.875,0.1875,0.21260752369181415,0.21329189975027138,0.0006843760584572256
C1,Direct,0.0625,0.9375,0.1875,0.10838637566236979,0.10873526755141588,0.0003488918890460907
C1,Direct,0.0625,1.0,0.1875,6.80377307569005e-17,0.0,6.80377307569005e-17
C1,Direct,0.0625,0.0,0.25,0.0,0.0,0.0
C1,Direct,0.0625,0.0625,0.25,0.13794968964147147,0.13839374478694735,0.0004440551454758801
C1,Direct,0.0625,0.125,0.25,0.27059805007309845,0.2714690955738385,0.0008710455007400753
C1,Direct,0.0625,0.1875,0.25,0.392847479193551,0.3941120412594498,0.001264562065898811
C1,Direct,0.0625,0.25,0.25,0.4999999999999999,0.5016094822200394,0.0016094822200395376
C1,Direct,0.0625,0.3125,0.25,0.5879378012096793,0.5898303520847514,0.0018925508750721187
C1,Direct,0.0625,0.375,0.25,0.6532814824381882,0.6553843722995188,0.00210288986133067
C1,Direct,0.0625,0.4375,0.25,0.6935199226610737,0.6957523386306059,0.0022324159695322754
C1,Direct,0.0625,0.5,0.25,0.7071067811865475,0.7093829327705256,0.002276151583978092
C1,Direct,0.0625,0.5625,0.25,0.6935199226610737,0.6957523386306058,0.0022324159695321644
C1,Direct,0.0625,0.625,0.25,0.6532814824381882,0.6553843722995188,0.00210288986133067
C1,Direct,0.0625,0.6875,0.25,0.5879378012096794,0.5898303520847514,0.0018925508750720077
C1,Direct,0.0625,0.75,0.25,0.5,0.5016094822200393,0.0016094822200393155
C1,Direct,0.0625,0.8125,0.25,0.392847479193551,0.3941120412594498,0.001264562065898811
C1,Direct,0.0625,0.875,0.25,0.27059805007309856,0.2714690955738386,0.0008710455007400197
C1,Direct,0.0625,0.9375,0.25,0.13794968964147172,0.1383937447869474,0.0004440551454756858
C1,Direct,0.0625,1.0,0.25,8.659560562354932e-17,0.0,8.659560562354932e-17
C1,Direct,0.0625,0.0,0.3125,0.0,0.0,0.0
C1,Direct,0.0625,0.0625,0.3125,0.16221167441072887,0.16273382802242273,0.0005221536116938597
C1,Direct,0.0625,0.125,0.3125,0.31818964514320847,0.31921388629612585,0.0010242411529173823
C1,Direct,0.0625,0.1875,0.3125,0.4619397662556433,0.4634267339366786,0.0014869676810352894
C1,Direct,0.0625,0.25,0.3125,0.5879378012096793,0.5898303520847515,0.0018925508750722297
C1,Direct,0.0625,0.3125,0.3125,0.6913417161825449,0.6935671205828796,0.0022254044003346962
C1,Direct,0.0625,0.375,0.3125,0.7681777567114163,0.7706504935939299,0.002472736882513593
C1,Direct,0.0625,0.4375,0.3125,0.8154931568489171,0.8181182003219415,0.002625043473024391
C1,Direct,0.0625,0.5,0.3125,0.8314696123025452,0.8341460834175534,0.0026764711150081277
C1,Direct,0.0625,0.5625,0.3125,0.8154931568489171,0.8181182003219414,0.00262504347302428
C1,Direct,0.0625,0.625,0.3125,0.7681777567114163,0.7706504935939298,0.002472736882513482
C1,Direct,0.0625,0.6875,0.3125,0.691341716182545,0.6935671205828796,0.002225404400334585
C1,Direct,0.0625,0.75,0.3125,0.5879378012096794,0.5898303520847515,0.0018925508750721187
C1,Direct,0.0625,0.8125,0.3125,0.4619397662556433,0.46342673393667877,0.001486967681035456
C1,Direct,0.0625,0.875,0.3125,0.3181896451432086,0.319213886296126,0.0010242411529174378
C1,Direct,0.0625,0.9375,0.3125,0.16221167441072917,0.16273382802242284,0.0005221536116936654
C1,Direct,0.0625,1.0,0.3125,1.0182565992946028e-16,0.0,1.0182565992946028e-16
C1,Direct,0.0625,0.0,0.375,0.0,0.0,0.0
C1,Direct,0.0625,0.0625,0.375,0.18023995550173696,0.18082014150917852,0.0005801860074415577
C1,Direct,0.0625,0.125,0.375,0.3535533905932738,0.3546914663852629,0.0011380757919891016
C1,Direct,0.0625,0.1875,0.375,0.5132799671593367,0.5149321971214276,0.001652229962090912
C1,Direct,0.0625,0.25,0.375,0.6532814824381882,0.655384372299519,0.002102889861330781
C1,Direct,0.0625,0.3125,0.375,0.7681777567114163,0.77065049359393,0.002472736882513704
C1,Direct,0.0625,0.375,0.375,0.8535533905932737,0.8563009486053025,0.00274755801202875
C1,Direct,0.0625,0.4375,0.375,0.9061274463528878,0.9090442383808776,0.0029167920279897785
C1,Direct,0.0625,0.5,0.375,0.9238795325112867,0.9268534678733577,0.002973935362070912
C1,Direct,0.0625,0.5625,0.375,0.9061274463528878,0.9090442383808774,0.0029167920279896675
C1,Direct,0.0625,0.625,0.375,0.8535533905932737,0.8563009486053023,0.002747558012028528
C1,Direct,0.0625,0.6875,0.375,0.7681777567114164,0.7706504935939301,0.002472736882513704
C1,Direct,0.0625,0.75,0.375,0.6532814824381883,0.6553843722995192,0.002102889861330892
C1,Direct,0.0625,0.8125,0.375,0.5132799671593367,0.5149321971214279,0.001652229962091245
C1,Direct,0.0625,0.875,0.375,0.35355339059327384,0.35469146638526305,0.0011380757919892126
C1,Direct,0.0625,0.9375,0.375,0.1802399555017373,0.18082014150917863,0.0005801860074413356
C1,Direct,0.0625,1.0,0.375,1.1314261122877003e-16,0.0,1.1314261122877003e-16
C1,Direct,0.0625,0.0,0.4375,0.0,0.0,0.0
C1,Direct,0.0625,0.0625,0.4375,0.19134171618254486,0.19195763836284024,0.0006159221802953807
C1,Direct,0.0625,0.125,0.4375,0.37533027751786524,0.37653845233448036,0.0012081748166151152
C1,Direct,0.0625,0.1875,0.4375,0.5448951067758185,0.5466491047481034,0.0017539979722848154
C1,Direct,0.0625,0.25,0.4375,0.6935199226610737,0.6957523386306063,0.0022324159695326085
C1,Direct,0.0625,0.3125,0.4375,0.8154931568489171,0.8181182003219416,0.002625043473024502
C1,Direct,0.0625,0.375,0.4375,0.9061274463528878,0.9090442383808777,0.0029167920279898896
C1,Direct,0.0625,0.4375,0.4375,0.9619397662556434,0.9650362161567186,0.003096449901075271
C1,Direct,0.0625,0.5,0.4375,0.9807852804032304,0.9839423933442022,0.0031571129409717624
C1,Direct,0.0625,0.5625,0.4375,0.9619397662556434,0.9650362161567188,0.003096449901075382
C1,Direct,0.0625,0.625,0.4375,0.9061274463528878,0.9090442383808777,0.0029167920279898896
C1,Direct,0.0625,0.6875,0.4375,0.8154931568489172,0.8181182003219417,0.002625043473024502
C1,Direct,0.0625,0.75,0.4375,0.6935199226610738,0.6957523386306064,0.0022324159695326085
C1,Direct,0.0625,0.8125,0.4375,0.5448951067758185,0.5466491047481035,0.0017539979722849264
C1,Direct,0.0625,0.875,0.4375,0.37533027751786535,0.3765384523344804,0.0012081748166150597
C1,Direct,0.0625,0.9375,0.4375,0.19134171618254522,0.1919576383628403,0.0006159221802950754
C1,Direct,0.0625,1.0,0.4375,1.2011155542966555e-16,0.0,1.2011155542966555e-16
C1,Direct,0.0625,0.0,0.5,0.0,0.0,0.0
C1,Direct,0.0625,0.0625,0.5,0.19509032201612825,0.19571831082530178,0.0006279888091735297
C1,Direct,0.0625,0.125,0.5,0.3826834323650898,0.3839152767256805,0.001231844360590706
C1,Direct,0.0625,0.1875,0.5,0.5555702330196022,0.557358593843659,0.0017883608240568671
C1,Direct,0.0625,0.25,0.5,0.7071067811865475,0.7093829327705261,0.0022761515839786473
C1,Direct,0.0625,0.3125,0.5,0.8314696123025452,0.8341460834175536,0.0026764711150083498
C1,Direct,0.0625,0.375,0.5,0.9238795325112867,0.9268534678733578,0.002973935362071023
C1,Direct,0.0625,0.4375,0.5,0.9807852804032304,0.9839423933442019,0.0031571129409714294
C1,Direct,0.0625,0.5,0.5,1.0,1.0032189644400797,0.0032189644400797413
C1,Direct,0.0625,0.5625,0.5,0.9807852804032304,0.983942393344202,0.0031571129409715404
C1,Direct,0.0625,0.625,0.5,0.9238795325112867,0.9268534678733578,0.002973935362071023
C1,Direct,0.0625,0.6875,0.5,0.8314696123025453,0.8341460834175536,0.0026764711150082388
C1,Direct,0.0625,0.75,0.5,0.7071067811865476,0.7093829327705261,0.0022761515839785362
C1,Direct,0.0625,0.8125,0.5,0.5555702330196022,0.557358593843659,0.0017883608240568671
C1,Direct,0.0625,0.875,0.5,0.3826834323650899,0.38391527672568054,0.0012318443605906504
C1,Direct,0.0625,0.9375,0.5,0.1950903220161286,0.19571831082530183,0.0006279888091732244
C1,Direct,0.0625,1.0,0.5,1.2246467991473532e-16,0.0,1.2246467991473532e-16
C1,Direct,0.0625,0.0,0.5625,0.0,0.0,0.0
C1,Direct,0.0625,0.0625,0.5625,0.19134171618254486,0.19195763836284022,0.000615922180295353
C1,Direct,0.0625,0.125,0.5625,0.37533027751786524,0.3765384523344803,0.0012081748166150597
C1,Direct,0.0625,0.1875,0.5625,0.5448951067758185,0.5466491047481031,0.0017539979722845933
C1,Direct,0.0625,0.25,0.5625,0.6935199226610737,0.6957523386306063,0.0022324159695326085
C1,Direct,0.0625,0.3125,0.5625,0.8154931568489171,0.8181182003219417,0.002625043473024613
C1,Direct,0.0625,0.375,0.5625,0.9061274463528878,0.9090442383808776,0.0029167920279897785
C1,Direct,0.0625,0.4375,0.5625,0.9619397662556434,0.9650362161567185,0.00309644990107516
C1,Direct,0.0625,0.5,0.5625,0.9807852804032304,0.9839423933442019,0.0031571129409714294
C1,Direct,0.0625,0.5625,0.5625,0.9619397662556434,0.9650362161567188,0.003096449901075382
C1,Direct,0.0625,0.625,0.5625,0.9061274463528878,0.9090442383808779,0.0029167920279901116
C1,Direct,0.0625,0.6875,0.5625,0.8154931568489172,0.8181182003219419,0.002625043473024724
C1,Direct,0.0625,0.75,0.5625,0.6935199226610738,0.6957523386306061,0.0022324159695323864
C1,Direct,0.0625,0.8125,0.5625,0.5448951067758185,0.5466491047481031,0.0017539979722845933
C1,Direct,0.0625,0.875,0.5625,0.37533027751786535,0.3765384523344803,0.0012081748166149486
C1,Direct,0.0625,0.9375,0.5625,0.19134171618254522,0.19195763836284024,0.0006159221802950199
C1,Direct,0.0625,1.0,0.5625,1.2011155542966555e-16,0.0,1.2011155542966555e-16
C1,Direct,0.0625,0.0,0.625,0.0,0.0,0.0
C1,Direct,0.0625,0.0625,0.625,0.18023995550173696,0.18082014150917852,0.0005801860074415577
C1,Direct,0.0625,0.125,0.625,0.3535533905932738,0.35469146638526283,0.001138075791989046
C1,Direct,0.0625,0.1875,0.625,0.5132799671593367,0.5149321971214277,0.001652229962091023
C1,Direct,0.0625,0.25,0.625,0.6532814824381882,0.6553843722995191,0.002102889861330892
C1,Direct,0.0625,0.3125,0.625,0.7681777567114163,0.7706504935939302,0.002472736882513926
C1,Direct,0.0625,0.375,0.625,0.8535533905932737,0.8563009486053025,0.00274755801202875
C1,Direct,0.0625,0.4375,0.625,0.9061274463528878,0.9090442383808776,0.0029167920279897785
C1,Direct,0.0625,0.5,0.625,0.9238795325112867,0.9268534678733578,0.002973935362071023
C1,Direct,0.0625,0.5625,0.625,0.9061274463528878,0.9090442383808778,0.0029167920279900006
C1,Direct,0.0625,0.625,0.625,0.8535533905932737,0.8563009486053028,0.0027475580120290832
C1,Direct,0.0625,0.6875,0.625,0.7681777567114164,0.77065049359393,0.002472736882513593
C1,Direct,0.0625,0.75,0.625,0.6532814824381883,0.655384372299519,0.00210288986133067
C1,Direct,0.0625,0.8125,0.625,0.5132799671593367,0.5149321971214276,0.001652229962090912
C1,Direct,0.0625,0.875,0.625,0.35355339059327384,0.3546914663852629,0.001138075791989046
C1,Direct,0.0625,0.9375,0.625,0.1802399555017373,0.18082014150917858,0.0005801860074412801
C1,Direct,0.0625,1.0,0.625,1.1314261122877003e-16,0.0,1.1314261122877003e-16
C1,Direct,0.0625,0.0,0.6875,0.0,0.0,0.0
C1,Direct,0.0625,0.0625,0.6875,0.16221167441072887,0.16273382802242276,0.0005221536116938874
C1,Direct,0.0625,0.125,0.6875,0.3181896451432085,0.3192138862961259,0.0010242411529173823
C1,Direct,0.0625,0.1875,0.6875,0.4619397662556434,0.4634267339366788,0.0014869676810354004
C1,Direct,0.0625,0.25,0.6875,0.5879378012096794,0.5898303520847518,0.0018925508750723408
C1,Direct,0.0625,0.3125,0.6875,0.691341716182545,0.6935671205828798,0.0022254044003348072
C1,Direct,0.0625,0.375,0.6875,0.7681777567114164,0.7706504935939303,0.002472736882513926
C1,Direct,0.0625,0.4375,0.6875,0.8154931568489172,0.8181182003219418,0.002625043473024613
C1,Direct,0.0625,0.5,0.6875,0.8314696123025453,0.8341460834175537,0.0026764711150083498
C1,Direct,0.0625,0.5625,0.6875,0.8154931568489172,0.8181182003219419,0.002625043473024724
C1,Direct,0.0625,0.625,0.6875,0.7681777567114164,0.7706504935939306,0.0024727368825141482
C1,Direct,0.0625,0.6875,0.6875,0.691341716182545,0.6935671205828797,0.0022254044003346962
C1,Direct,0.0625,0.75,0.6875,0.5879378012096794,0.5898303520847515,0.0018925508750721187
C1,Direct,0.0625,0.8125,0.6875,0.4619397662556434,0.4634267339366787,0.0014869676810352894
C1,Direct,0.0625,0.875,0.6875,0.31818964514320863,0.31921388629612596,0.0010242411529173268
C1,Direct,0.0625,0.9375,0.6875,0.16221167441072917,0.1627338280224228,0.0005221536116936376
C1,Direct,0.0625,1.0,0.6875,1.0182565992946029e-16,0.0,1.0182565992946029e-16
C1,Direct,0.0625,0.0,0.75,0.0,0.0,0.0
C1,Direct,0.0625,0.0625,0.75,0.1379496896414715,0.13839374478694738,0.0004440551454758801
C1,Direct,0.0625,0.125,0.75,0.2705980500730985,0.2714690955738386,0.0008710455007400753
C1,Direct,0.0625,0.1875,0.75,0.39284747919355106,0.39411204125944993,0.0012645620658988665
C1,Direct,0.0625,0.25,0.75,0.5,0.5016094822200396,0.0016094822200396486
C1,Direct,0.0625,0.3125,0.75,0.5879378012096794,0.5898303520847518,0.0018925508750723408
C1,Direct,0.0625,0.375,0.75,0.6532814824381883,0.6553843722995193,0.002102889861331003
C1,Direct,0.0625,0.4375,0.75,0.6935199226610738,0.6957523386306066,0.0022324159695328305
C1,Direct,0.0625,0.5,0.75,0.7071067811865476,0.7093829327705261,0.0022761515839785362
C1,Direct,0.0625,0.5625,0.75,0.6935199226610738,0.6957523386306064,0.0022324159695326085
C1,Direct,0.0625,0.625,0.75,0.6532814824381883,0.6553843722995193,0.002102889861331003
C1,Direct,0.0625,0.6875,0.75,0.5879378012096794,0.5898303520847518,0.0018925508750723408
C1,Direct,0.0625,0.75,0.75,0.5000000000000001,0.5016094822200396,0.0016094822200395376
C1,Direct,0.0625,0.8125,0.75,0.39284747919355106,0.39411204125944993,0.0012645620658988665
C1,Direct,0.0625,0.875,0.75,0.2705980500730986,0.27146909557383864,0.0008710455007400197
C1,Direct,0.0625,0.9375,0.75,0.13794968964147175,0.13839374478694744,0.0004440551454756858
C1,Direct,0.0625,1.0,0.75,8.659560562354934e-17,0.0,8.659560562354934e-17
C1,Direct,0.0625,0.0,0.8125,0.0,0.0,0.0
C1,Direct,0.0625,0.0625,0.8125,0.1083863756623696,0.10873526755141585,0.00034889188904625723
C1,Direct,0.0625,0.125,0.8125,0.2126075236918141,0.21329189975027138,0.0006843760584572811
C1,Direct,0.0625,0.1875,0.8125,0.3086582838174551,0.3096518438571995,0.0009935600397444344
C1,Direct,0.0625,0.25,0.8125,0.392847479193551,0.39411204125945004,0.001264562065899033
C1,Direct,0.0625,0.3125,0.8125,0.4619397662556433,0.463426733936679,0.001486967681035678
C1,Direct,0.0625,0.375,0.8125,0.5132799671593367,0.514932197121428,0.001652229962091356
C1,Direct,0.0625,0.4375,0.8125,0.5448951067758185,0.5466491047481035,0.0017539979722849264
C1,Direct,0.0625,0.5,0.8125,0.5555702330196022,0.5573585938436592,0.0017883608240569782
C1,Direct,0.0625,0.5625,0.8125,0.5448951067758185,0.5466491047481032,0.0017539979722847043
C1,Direct,0.0625,0.625,0.8125,0.5132799671593367,0.514932197121428,0.001652229962091356
C1,Direct,0.0625,0.6875,0.8125,0.4619397662556434,0.463426733936679,0.001486967681035567
C1,Direct,0.0625,0.75,0.8125,0.39284747919355106,0.39411204125945,0.001264562065898922
C1,Direct,0.0625,0.8125,0.8125,0.3086582838174551,0.3096518438571995,0.0009935600397444344
C1,Direct,0.0625,0.875,0.8125,0.21260752369181415,0.2132918997502714,0.0006843760584572534
C1,Direct,0.0625,0.9375,0.8125,0.10838637566236979,0.1087352675514159,0.0003488918890461046
C1,Direct,0.0625,1.0,0.8125,6.80377307569005e-17,0.0,6.80377307569005e-17
C1,Direct,0.0625,0.0,0.875,0.0,0.0,0.0
C1,Direct,0.0625,0.0625,0.875,0.07465783405034263,0.07489815496332401,0.00024032091298138714
C1,Direct,0.0625,0.125,0.875,0.1464466094067263,0.14691801583477673,0.000471406428050436
C1,Direct,0.0625,0.1875,0.875,0.21260752369181415,0.21329189975027146,0.0006843760584573089
C1,Direct,0.0625,0.25,0.875,0.27059805007309856,0.2714690955738387,0.0008710455007401308
C1,Direct,0.0625,0.3125,0.875,0.3181896451432086,0.3192138862961261,0.0010242411529175488
C1,Direct,0.0625,0.375,0.875,0.35355339059327384,0.35469146638526317,0.0011380757919893236
C1,Direct,0.0625,0.4375,0.875,0.37533027751786535,0.3765384523344805,0.0012081748166151707
C1,Direct,0.0625,0.5,0.875,0.3826834323650899,0.3839152767256806,0.001231844360590706
C1,Direct,0.0625,0.5625,0.875,0.37533027751786535,0.3765384523344804,0.0012081748166150597
C1,Direct,0.0625,0.625,0.875,0.35355339059327384,0.35469146638526317,0.0011380757919893236
C1,Direct,0.0625,0.6875,0.875,0.31818964514320863,0.3192138862961261,0.0010242411529174933
C1,Direct,0.0625,0.75,0.875,0.2705980500730986,0.2714690955738387,0.0008710455007400753
C1,Direct,0.0625,0.8125,0.875,0.21260752369181415,0.21329189975027146,0.0006843760584573089
C1,Direct,0.0625,0.875,0.875,0.14644660940672632,0.14691801583477673,0.0004714064280504082
C1,Direct,0.0625,0.9375,0.875,0.07465783405034276,0.07489815496332403,0.00024032091298126224
C1,Direct,0.0625,1.0,0.875,4.6865204053263e-17,0.0,4.6865204053263e-17
C1,Direct,0.0625,0.0,0.9375,0.0,0.0,0.0
C1,Direct,0.0625,0.0625,0.9375,0.038060233744356686,0.03818274828336082,0.0001225145390041371
C1,Direct,0.0625,0.125,0.9375,0.07465783405034274,0.07489815496332404,0.00024032091298130387
C1,Direct,0.0625,0.1875,0.9375,0.10838637566236979,0.10873526755141592,0.00034889188904613233
C1,Direct,0.0625,0.25,0.9375,0.13794968964147172,0.13839374478694746,0.0004440551454757413
C1,Direct,0.0625,0.3125,0.9375,0.16221167441072917,0.1627338280224229,0.0005221536116937209
C1,Direct,0.0625,0.375,0.9375,0.1802399555017373,0.18082014150917866,0.0005801860074413634
C1,Direct,0.0625,0.4375,0.9375,0.19134171618254522,0.19195763836284033,0.0006159221802951031
C1,Direct,0.0625,0.5,0.9375,0.1950903220161286,0.19571831082530186,0.0006279888091732522
C1,Direct,0.0625,0.5625,0.9375,0.19134171618254522,0.1919576383628403,0.0006159221802950754
C1,Direct,0.0625,0.625,0.9375,0.1802399555017373,0.18082014150917863,0.0005801860074413356
C1,Direct,0.0625,0.6875,0.9375,0.16221167441072917,0.16273382802242284,0.0005221536116936654
C1,Direct,0.0625,0.75,0.9375,0.13794968964147175,0.13839374478694746,0.00044405514547571356
C1,Direct,0.0625,0.8125,0.9375,0.10838637566236979,0.10873526755141592,0.00034889188904613233
C1,Direct,0.0625,0.875,0.9375,0.07465783405034276,0.07489815496332404,0.00024032091298127611
C1,Direct,0.0625,0.9375,0.9375,0.038060233744356756,0.03818274828336083,0.00012251453900407466
C1,Direct,0.0625,1.0,0.9375,2.389167384016783e-17,0.0,2.389167384016783e-17
C1,Direct,0.0625,0.0,1.0,0.0,0.0,0.0
