problem,case,method,h,k,lambda,x,t,exact,numerical,absolute_error
B,B_refined_h0.05,Forward Difference,0.05,0.001,0.3999999999999999,0.05,0.095,0.061253730300665755,0.06108782801968572,0.0001659022809800334
B,B_refined_h0.05,Forward Difference,0.05,0.001,0.3999999999999999,0.1,0.095,0.12099919047185333,0.12067147097464909,0.0003277194972042402
B,B_refined_h0.05,Forward Difference,0.05,0.001,0.3999999999999999,0.15000000000000002,0.095,0.17776524900033389,0.17728378182856527,0.00048146717176861253
B,B_refined_h0.05,Forward Difference,0.05,0.001,0.3999999999999999,0.2,0.095,0.23015413712938915,0.229530777602723,0.0006233595266661451
B,B_refined_h0.05,Forward Difference,0.05,0.001,0.3999999999999999,0.25,0.095,0.2768758665645304,0.276125963863325,0.000749902701205396
B,B_refined_h0.05,Forward Difference,0.05,0.001,0.3999999999999999,0.30000000000000004,0.095,0.3167799932665345,0.31592201248407775,0.0008579807824567465
B,B_refined_h0.05,Forward Difference,0.05,0.001,0.3999999999999999,0.35000000000000003,0.095,0.3488839452017943,0.34793901267242533,0.000944932529368947
B,B_refined_h0.05,Forward Difference,0.05,0.001,0.3999999999999999,0.4,0.095,0.3723972165267558,0.37138859962539894,0.0010086169013568402
B,B_refined_h0.05,Forward Difference,0.05,0.001,0.3999999999999999,0.45,0.095,0.38674083246532504,0.38569336668749926,0.0010474657778257734
B,B_refined_h0.05,Forward Difference,0.05,0.001,0.3999999999999999,0.5,0.095,0.39156160558936226,0.3905010830188573,0.0010605225705049848
B,B_refined_h0.05,Forward Difference,0.05,0.001,0.3999999999999999,0.55,0.095,0.386740832465325,0.3856933666874992,0.0010474657778257734
B,B_refined_h0.05,Forward Difference,0.05,0.001,0.3999999999999999,0.6000000000000001,0.095,0.3723972165267558,0.37138859962539894,0.0010086169013568402
B,B_refined_h0.05,Forward Difference,0.05,0.001,0.3999999999999999,0.65,0.095,0.3488839452017943,0.3479390126724253,0.0009449325293690025
B,B_refined_h0.05,Forward Difference,0.05,0.001,0.3999999999999999,0.7000000000000001,0.095,0.3167799932665345,0.3159220124840777,0.000857980782456802
B,B_refined_h0.05,Forward Difference,0.05,0.001,0.3999999999999999,0.75,0.095,0.27687586656453045,0.2761259638633249,0.0007499027012055626
B,B_refined_h0.05,Forward Difference,0.05,0.001,0.3999999999999999,0.8,0.095,0.2301541371293892,0.229530777602723,0.0006233595266662006
B,B_refined_h0.05,Forward Difference,0.05,0.001,0.3999999999999999,0.8500000000000001,0.095,0.17776524900033377,0.17728378182856527,0.0004814671717685015
B,B_refined_h0.05,Forward Difference,0.05,0.001,0.3999999999999999,0.9,0.095,0.12099919047185337,0.12067147097464909,0.00032771949720428184
B,B_refined_h0.05,Forward Difference,0.05,0.001,0.3999999999999999,0.9500000000000001,0.095,0.061253730300665804,0.06108782801968572,0.00016590228098008197
B,B_refined_h0.05,Forward Difference,0.05,0.001,0.3999999999999999,1.0,0.095,4.7952466695401086e-17,0.0,4.7952466695401086e-17
B,B_refined_h0.05,Forward Difference,0.05,0.001,0.3999999999999999,0.0,0.096,0.0,0.0,0.0
B,B_refined_h0.05,Forward Difference,0.05,0.001,0.3999999999999999,0.05,0.096,0.0606521537589929,0.06048615399379678,0.0001659997651961148
B,B_refined_h0.05,Forward Difference,0.05,0.001,0.3999999999999999,0.1,0.096,0.11981085019948166,0.11948293813423022,0.0003279120652514428
B,B_refined_h0.05,Forward Difference,0.05,0.001,0.3999999999999999,0.15000000000000002,0.096,0.17601940587864448,0.1755376557966619,0.0004817500819825904
B,B_refined_h0.05,Forward Difference,0.05,0.001,0.3999999999999999,0.2,0.096,0.2278937796101591,0.2272700537973007,0.0006237258128584111
B,B_refined_h0.05,Forward Difference,0.05,0.001,0.3999999999999999,0.25,0.096,0.27415665215157964,0.2734063088073853,0.0007503433441943264
B,B_refined_h0.05,Forward Difference,0.05,0.001,0.3999999999999999,0.30000000000000004,0.096,0.31366887804326515,0.3128103931111157,0.0008584849321494614
B,B_refined_h0.05,Forward Difference,0.05,0.001,0.3999999999999999,0.35000000000000003,0.096,0.3454575351502027,0.34451204737827573,0.0009454877719269894
B,B_refined_h0.05,Forward Difference,0.05,0.001,0.3999999999999999,0.4,0.096,0.36873988123391516,0.3677306716690496,0.0010092095648655541
B,B_refined_h0.05,Forward Difference,0.05,0.001,0.3999999999999999,0.45,0.096,0.38294262766414505,0.38189454639520237,0.00104808126894268
B,B_refined_h0.05,Forward Difference,0.05,0.001,0.3999999999999999,0.5,0.096,0.38771605568756695,0.38665490995377083,0.0010611457337961205
B,B_refined_h0.05,Forward Difference,0.05,0.001,0.3999999999999999,0.55,0.096,0.382942627664145,0.3818945463952023,0.00104808126894268
B,B_refined_h0.05,Forward Difference,0.05,0.001,0.3999999999999999,0.6000000000000001,0.096,0.36873988123391516,0.3677306716690496,0.0010092095648655541
B,B_refined_h0.05,Forward Difference,0.05,0.001,0.3999999999999999,0.65,0.096,0.3454575351502027,0.3445120473782757,0.0009454877719270449
B,B_refined_h0.05,Forward Difference,0.05,0.001,0.3999999999999999,0.7000000000000001,0.096,0.31366887804326515,0.3128103931111156,0.0008584849321495724
B,B_refined_h0.05,Forward Difference,0.05,0.001,0.3999999999999999,0.75,0.096,0.2741566521515797,0.27340630880738526,0.0007503433441944374
B,B_refined_h0.05,Forward Difference,0.05,0.001,0.3999999999999999,0.8,0.096,0.22789377961015914,0.22727005379730067,0.0006237258128584666
B,B_refined_h0.05,Forward Difference,0.05,0.001,0.3999999999999999,0.8500000000000001,0.096,0.17601940587864434,0.1755376557966619,0.0004817500819824516
B,B_refined_h0.05,Forward Difference,0.05,0.001,0.3999999999999999,0.9,0.096,0.1198108501994817,0.11948293813423022,0.0003279120652514844
B,B_refined_h0.05,Forward Difference,0.05,0.001,0.3999999999999999,0.9500000000000001,0.096,0.06065215375899294,0.06048615399379678,0.00016599976519615645
B,B_refined_h0.05,Forward Difference,0.05,0.001,0.3999999999999999,1.0,0.096,4.748152265758158e-17,0.0,4.748152265758158e-17
B,B_refined_h0.05,Forward Difference,0.05,0.001,0.3999999999999999,0.0,0.097,0.0,0.0,0.0
B,B_refined_h0.05,Forward Difference,0.05,0.001,0.3999999999999999,0.05,0.097,0.06005648533644543,0.05989040605245144,0.00016607928399398758
B,B_refined_h0.05,Forward Difference,0.05,0.001,0.3999999999999999,0.1,0.097,0.11863418068786,0.11830611154302952,0.0003280691448304812
B,B_refined_h0.05,Forward Difference,0.05,0.001,0.3999999999999999,0.15000000000000002,0.097,0.17429070878646696,0.17380872793194474,0.0004819808545222237
B,B_refined_h0.05,Forward Difference,0.05,0.001,0.3999999999999999,0.2,0.097,0.22565562119705185,0.22503159660107902,0.0006240245959728274
B,B_refined_h0.05,Forward Difference,0.05,0.001,0.3999999999999999,0.25,0.097,0.2714641433056953,0.27071344052484364,0.0007507027808516531
B,B_refined_h0.05,Forward Difference,0.05,0.001,0.3999999999999999,0.30000000000000004,0.097,0.3105883172683139,0.30972942109648754,0.0008588961718263288
B,B_refined_h0.05,Forward Difference,0.05,0.001,0.3999999999999999,0.35000000000000003,0.097,0.3420647760762589,0.34111883538772125,0.0009459406885376498
B,B_refined_h0.05,Forward Difference,0.05,0.001,0.3999999999999999,0.4,0.097,0.3651184648493011,0.3641087718432011,0.0010096930060999876
B,B_refined_h0.05,Forward Difference,0.05,0.001,0.3999999999999999,0.45,0.097,0.37918172525904187,0.37813314192816866,0.0010485833308732095
B,B_refined_h0.05,Forward Difference,0.05,0.001,0.3999999999999999,0.5,0.097,0.38390827316090775,0.38284661910691603,0.001061654053991723
B,B_refined_h0.05,Forward Difference,0.05,0.001,0.3999999999999999,0.55,0.097,0.3791817252590418,0.37813314192816866,0.001048583330873154
B,B_refined_h0.05,Forward Difference,0.05,0.001,0.3999999999999999,0.6000000000000001,0.097,0.3651184648493011,0.3641087718432011,0.0010096930060999876
B,B_refined_h0.05,Forward Difference,0.05,0.001,0.3999999999999999,0.65,0.097,0.3420647760762589,0.3411188353877212,0.0009459406885377053
B,B_refined_h0.05,Forward Difference,0.05,0.001,0.3999999999999999,0.7000000000000001,0.097,0.3105883172683139,0.3097294210964875,0.0008588961718263843
B,B_refined_h0.05,Forward Difference,0.05,0.001,0.3999999999999999,0.75,0.097,0.27146414330569535,0.27071344052484353,0.0007507027808518196
B,B_refined_h0.05,Forward Difference,0.05,0.001,0.3999999999999999,0.8,0.097,0.2256556211970519,0.22503159660107896,0.0006240245959729385
B,B_refined_h0.05,Forward Difference,0.05,0.001,0.3999999999999999,0.8500000000000001,0.097,0.17429070878646682,0.17380872793194474,0.00048198085452208494
B,B_refined_h0.05,Forward Difference,0.05,0.001,0.3999999999999999,0.9,0.097,0.11863418068786004,0.1183061115430295,0.00032806914483053673
B,B_refined_h0.05,Forward Difference,0.05,0.001,0.3999999999999999,0.9500000000000001,0.097,0.06005648533644547,0.05989040605245144,0.00016607928399402921
B,B_refined_h0.05,Forward Difference,0.05,0.001,0.3999999999999999,1.0,0.097,4.701520378926934e-17,0.0,4.701520378926934e-17
B,B_refined_h0.05,Forward Difference,0.05,0.001,0.3999999999999999,0.0,0.098,0.0,0.0,0.0
B,B_refined_h0.05,Forward Difference,0.05,0.001,0.3999999999999999,0.05,0.098,0.05946666700903275,0.059300525827702094,0.00016614118133065348
B,B_refined_h0.05,Forward Difference,0.05,0.001,0.3999999999999999,0.1,0.098,0.11746906731775034,0.11714087590236438,0.0003281914153859533
B,B_refined_h0.05,Forward Difference,0.05,0.001,0.3999999999999999,0.15000000000000002,0.098,0.172578989331622,0.17209682884403238,0.0004821604875896168
B,B_refined_h0.05,Forward Difference,0.05,0.001,0.3999999999999999,0.2,0.098,0.22343944387132106,0.22281518670293116,0.0006242571683899023
B,B_refined_h0.05,Forward Difference,0.05,0.001,0.3999999999999999,0.25,0.098,0.268798077749909,0.2680470951839954,0.0007509825659136049
B,B_refined_h0.05,Forward Difference,0.05,0.001,0.3999999999999999,0.30000000000000004,0.098,0.30753801086461985,0.30667879458432346,0.0008592162802963932
B,B_refined_h0.05,Forward Difference,0.05,0.001,0.3999999999999999,0.35000000000000003,0.098,0.3387053374917026,0.33775904425341974,0.0009462932382828804
B,B_refined_h0.05,Forward Difference,0.05,0.001,0.3999999999999999,0.4,0.098,0.36153261461117187,0.3605225452949962,0.0010100693161756436
B,B_refined_h0.05,Forward Difference,0.05,0.001,0.3999999999999999,0.45,0.098,0.37545775890095695,0.3744087847656806,0.001048974135276326
B,B_refined_h0.05,Forward Difference,0.05,0.001,0.3999999999999999,0.5,0.098,0.380137887093739,0.37907583736391814,0.0010620497298208798
B,B_refined_h0.05,Forward Difference,0.05,0.001,0.3999999999999999,0.55,0.098,0.3754577589009569,0.3744087847656806,0.0010489741352762705
B,B_refined_h0.05,Forward Difference,0.05,0.001,0.3999999999999999,0.6000000000000001,0.098,0.36153261461117187,0.36052254529499617,0.001010069316175699
B,B_refined_h0.05,Forward Difference,0.05,0.001,0.3999999999999999,0.65,0.098,0.3387053374917026,0.3377590442534197,0.0009462932382829359
B,B_refined_h0.05,Forward Difference,0.05,0.001,0.3999999999999999,0.7000000000000001,0.098,0.30753801086461985,0.3066787945843234,0.0008592162802964487
B,B_refined_h0.05,Forward Difference,0.05,0.001,0.3999999999999999,0.75,0.098,0.26879807774990905,0.2680470951839953,0.0007509825659137714
B,B_refined_h0.05,Forward Difference,0.05,0.001,0.3999999999999999,0.8,0.098,0.22343944387132111,0.2228151867029311,0.0006242571683900133
B,B_refined_h0.05,Forward Difference,0.05,0.001,0.3999999999999999,0.8500000000000001,0.098,0.17257898933162188,0.17209682884403232,0.0004821604875895613
B,B_refined_h0.05,Forward Difference,0.05,0.001,0.3999999999999999,0.9,0.098,0.11746906731775038,0.11714087590236437,0.0003281914153860088
B,B_refined_h0.05,Forward Difference,0.05,0.001,0.3999999999999999,0.9500000000000001,0.098,0.05946666700903279,0.05930052582770209,0.00016614118133070205
B,B_refined_h0.05,Forward Difference,0.05,0.001,0.3999999999999999,1.0,0.098,4.655346466639854e-17,0.0,4.655346466639854e-17
B,B_refined_h0.05,Forward Difference,0.05,0.001,0.3999999999999999,0.0,0.099,0.0,0.0,0.0
B,B_refined_h0.05,Forward Difference,0.05,0.001,0.3999999999999999,0.05,0.099,0.05888264132262133,0.058716455526486175,0.00016618579613515705
B,B_refined_h0.05,Forward Difference,0.05,0.001,0.3999999999999999,0.1,0.099,0.11631539659559709,0.11598711704916667,0.00032827954643041557
B,B_refined_h0.05,Forward Difference,0.05,0.001,0.3999999999999999,0.15000000000000002,0.099,0.17088408077571993,0.17040179081092469,0.00048228996479524056
B,B_refined_h0.05,Forward Difference,0.05,0.001,0.3999999999999999,0.2,0.099,0.22124503175539548,0.22062060695179736,0.000624424803598117
B,B_refined_h0.05,Forward Difference,0.05,0.001,0.3999999999999999,0.25,0.099,0.26615819578309025,0.26540701155170093,0.0007511842313893125
B,B_refined_h0.05,Forward Difference,0.05,0.001,0.3999999999999999,0.30000000000000004,0.099,0.304517661702197,0.30365821469183074,0.0008594470103662766
B,B_refined_h0.05,Forward Difference,0.05,0.001,0.3999999999999999,0.35000000000000003,0.099,0.33537889215401867,0.33443234480241185,0.000946547351606819
B,B_refined_h0.05,Forward Difference,0.05,0.001,0.3999999999999999,0.4,0.099,0.35798198122227964,0.35697164066663933,0.00101034055564031
B,B_refined_h0.05,Forward Difference,0.05,0.001,0.3999999999999999,0.45,0.099,0.3717703658387677,0.3707211100167019,0.001049255822065831
B,B_refined_h0.05,Forward Difference,0.05,0.001,0.3999999999999999,0.5,0.099,0.3764045302131998,0.3753421952853281,0.001062334927871722
B,B_refined_h0.05,Forward Difference,0.05,0.001,0.3999999999999999,0.55,0.099,0.37177036583876766,0.3707211100167018,0.001049255822065831
B,B_refined_h0.05,Forward Difference,0.05,0.001,0.3999999999999999,0.6000000000000001,0.099,0.35798198122227964,0.35697164066663933,0.00101034055564031
B,B_refined_h0.05,Forward Difference,0.05,0.001,0.3999999999999999,0.65,0.099,0.33537889215401867,0.33443234480241174,0.00094654735160693
B,B_refined_h0.05,Forward Difference,0.05,0.001,0.3999999999999999,0.7000000000000001,0.099,0.304517661702197,0.30365821469183063,0.0008594470103663876
B,B_refined_h0.05,Forward Difference,0.05,0.001,0.3999999999999999,0.75,0.099,0.2661581957830903,0.2654070115517009,0.0007511842313894235
B,B_refined_h0.05,Forward Difference,0.05,0.001,0.3999999999999999,0.8,0.099,0.2212450317553955,0.22062060695179725,0.0006244248035982558
B,B_refined_h0.05,Forward Difference,0.05,0.001,0.3999999999999999,0.8500000000000001,0.099,0.1708840807757198,0.17040179081092466,0.00048228996479512953
B,B_refined_h0.05,Forward Difference,0.05,0.001,0.3999999999999999,0.9,0.099,0.11631539659559713,0.11598711704916664,0.00032827954643048496
B,B_refined_h0.05,Forward Difference,0.05,0.001,0.3999999999999999,0.9500000000000001,0.099,0.058882641322621374,0.05871645552648616,0.00016618579613521256
B,B_refined_h0.05,Forward Difference,0.05,0.001,0.3999999999999999,1.0,0.099,4.6096260311015833e-17,0.0,4.6096260311015833e-17
B,B_refined_h0.05,Forward Difference,0.05,0.001,0.3999999999999999,0.0,0.1,0.0,0.0,0.0
B,B_refined_h0.05,Forward Difference,0.05,0.001,0.3999999999999999,0.05,0.1,0.05830435138733814,0.058138137924963904,0.0001662134623742345
B,B_refined_h0.05,Forward Difference,0.05,0.001,0.3999999999999999,0.1,0.1,0.11517305614247163,0.11484472194479768,0.0003283341976739462
B,B_refined_h0.05,Forward Difference,0.05,0.001,0.3999999999999999,0.15000000000000002,0.1,0.16920581801791879,0.16872344776257053,0.0004823702553482523
B,B_refined_h0.05,Forward Difference,0.05,0.001,0.3999999999999999,0.2,0.1,0.21907217109185045,0.21844764233540973,0.0006245287564407287
B,B_refined_h0.05,Forward Difference,0.05,0.001,0.3999999999999999,0.25,0.1,0.26354424025464895,0.26279293096779144,0.0007513092868575155
B,B_refined_h0.05,Forward Difference,0.05,0.001,0.3999999999999999,0.30000000000000004,0.1,0.3015269755691906,0.30066738548001126,0.0008595900891793518
B,B_refined_h0.05,Forward Difference,0.05,0.001,0.3999999999999999,0.35000000000000003,0.1,0.3320851160345601,0.33113841110387043,0.0009467049306896569
B,B_refined_h0.05,Forward Difference,0.05,0.001,0.3999999999999999,0.4,0.1,0.35446621881584617,0.35345571006097337,0.0010105087548727965
B,B_refined_h0.05,Forward Difference,0.05,0.001,0.3999999999999999,0.45,0.1,0.3681191868839521,0.36706975638412737,0.001049430499824755
B,B_refined_h0.05,Forward Difference,0.05,0.001,0.3999999999999999,0.5,0.1,0.37270783885343794,0.3716453270704271,0.0010625117830108666
B,B_refined_h0.05,Forward Difference,0.05,0.001,0.3999999999999999,0.55,0.1,0.3681191868839521,0.36706975638412737,0.001049430499824755
B,B_refined_h0.05,Forward Difference,0.05,0.001,0.3999999999999999,0.6000000000000001,0.1,0.35446621881584617,0.3534557100609733,0.001010508754872852
B,B_refined_h0.05,Forward Difference,0.05,0.001,0.3999999999999999,0.65,0.1,0.3320851160345601,0.3311384111038703,0.0009467049306897679
B,B_refined_h0.05,Forward Difference,0.05,0.001,0.3999999999999999,0.7000000000000001,0.1,0.3015269755691906,0.3006673854800112,0.0008595900891794073
B,B_refined_h0.05,Forward Difference,0.05,0.001,0.3999999999999999,0.75,0.1,0.26354424025464895,0.2627929309677913,0.0007513092868576265
B,B_refined_h0.05,Forward Difference,0.05,0.001,0.3999999999999999,0.8,0.1,0.21907217109185048,0.21844764233540967,0.000624528756440812
B,B_refined_h0.05,Forward Difference,0.05,0.001,0.3999999999999999,0.8500000000000001,0.1,0.16920581801791865,0.1687234477625705,0.00048237025534814126
B,B_refined_h0.05,Forward Difference,0.05,0.001,0.3999999999999999,0.9,0.1,0.11517305614247167,0.11484472194479767,0.00032833419767400174
B,B_refined_h0.05,Forward Difference,0.05,0.001,0.3999999999999999,0.9500000000000001,0.1,0.05830435138733818,0.05813813792496389,0.00016621346237429002
B,B_refined_h0.05,Forward Difference,0.05,0.001,0.3999999999999999,1.0,0.1,4.564354618689903e-17,0.0,4.564354618689903e-17
B,B_refined_h0.05,Backward Difference,0.05,0.001,0.3999999999999999,0.0,0.0,0.0,0.0,0.0
B,B_refined_h0.05,Backward Difference,0.05,0.001,0.3999999999999999,0.05,0.0,0.15643446504023087,0.15643446504023087,0.0
B,B_refined_h0.05,Backward Difference,0.05,0.001,0.3999999999999999,0.1,0.0,0.3090169943749474,0.3090169943749474,0.0
B,B_refined_h0.05,Backward Difference,0.05,0.001,0.3999999999999999,0.15000000000000002,0.0,0.4539904997395468,0.4539904997395468,0.0
B,B_refined_h0.05,Backward Difference,0.05,0.001,0.3999999999999999,0.2,0.0,0.5877852522924731,0.5877852522924731,0.0
B,B_refined_h0.05,Backward Difference,0.05,0.001,0.3999999999999999,0.25,0.0,0.7071067811865475,0.7071067811865475,0.0
B,B_refined_h0.05,Backward Difference,0.05,0.001,0.3999999999999999,0.30000000000000004,0.0,0.8090169943749475,0.8090169943749475,0.0
B,B_refined_h0.05,Backward Difference,0.05,0.001,0.3999999999999999,0.35000000000000003,0.0,0.8910065241883679,0.8910065241883679,0.0
B,B_refined_h0.05,Backward Difference,0.05,0.001,0.3999999999999999,0.4,0.0,0.9510565162951535,0.9510565162951535,0.0
B,B_refined_h0.05,Backward Difference,0.05,0.001,0.3999999999999999,0.45,0.0,0.9876883405951378,0.9876883405951378,0.0
B,B_refined_h0.05,Backward Difference,0.05,0.001,0.3999999999999999,0.5,0.0,1.0,1.0,0.0
B,B_refined_h0.05,Backward Difference,0.05,0.001,0.3999999999999999,0.55,0.0,0.9876883405951377,0.9876883405951377,0.0
B,B_refined_h0.05,Backward Difference,0.05,0.001,0.3999999999999999,0.6000000000000001,0.0,0.9510565162951535,0.9510565162951535,0.0
B,B_refined_h0.05,Backward Difference,0.05,0.001,0.3999999999999999,0.65,0.0,0.8910065241883679,0.8910065241883679,0.0
B,B_refined_h0.05,Backward Difference,0.05,0.001,0.3999999999999999,0.7000000000000001,0.0,0.8090169943749475,0.8090169943749475,0.0
B,B_refined_h0.05,Backward Difference,0.05,0.001,0.3999999999999999,0.75,0.0,0.7071067811865476,0.7071067811865476,0.0
B,B_refined_h0.05,Backward Difference,0.05,0.001,0.3999999999999999,0.8,0.0,0.5877852522924732,0.5877852522924732,0.0
B,B_refined_h0.05,Backward Difference,0.05,0.001,0.3999999999999999,0.8500000000000001,0.0,0.45399049973954647,0.45399049973954647,0.0
B,B_refined_h0.05,Backward Difference,0.05,0.001,0.3999999999999999,0.9,0.0,0.3090169943749475,0.3090169943749475,0.0
B,B_refined_h0.05,Backward Difference,0.05,0.001,0.3999999999999999,0.9500000000000001,0.0,0.15643446504023098,0.15643446504023098,0.0
B,B_refined_h0.05,Backward Difference,0.05,0.001,0.3999999999999999,1.0,0.0,1.2246467991473532e-16,1.2246467991473532e-16,0.0
B,B_refined_h0.05,Backward Difference,0.05,0.001,0.3999999999999999,0.0,0.001,0.0,0.0,0.0
B,B_refined_h0.05,Backward Difference,0.05,0.001,0.3999999999999999,0.05,0.001,0.15489811282110202,0.15490871833702352,1.0605515921496833e-05
B,B_refined_h0.05,Backward Difference,0.05,0.001,0.3999999999999999,0.1,0.001,0.30598212002718533,0.3060030699160287,2.0949888843380116e-05
B,B_refined_h0.05,Backward Difference,0.05,0.001,0.3999999999999999,0.15000000000000002,0.001,0.44953183194176394,0.44956261034773703,3.0778405973097556e-05
B,B_refined_h0.05,Backward Difference,0.05,0.001,0.3999999999999999,0.2,0.001,0.582012578243321,0.582052427299921,3.984905660003868e-05
B,B_refined_h0.05,Backward Difference,0.05,0.001,0.3999999999999999,0.25,0.001,0.7001622432795228,0.7002101817707251,4.793849120232618e-05
B,B_refined_h0.05,Backward Difference,0.05,0.001,0.3999999999999999,0.30000000000000004,0.001,0.8010715901809212,0.8011264377019736,5.484752105233692e-05
B,B_refined_h0.05,Backward Difference,0.05,0.001,0.3999999999999999,0.35000000000000003,0.001,0.8822558959278818,0.8823163019507874,6.040602290557917e-05
B,B_refined_h0.05,Backward Difference,0.05,0.001,0.3999999999999999,0.4,0.001,0.9417161334776508,0.9417806106056497,6.447712799884098e-05
B,B_refined_h0.05,Backward Difference,0.05,0.001,0.3999999999999999,0.45,0.001,0.9779881944445387,0.9780551550367519,6.69605922132277e-05
B,B_refined_h0.05,Backward Difference,0.05,0.001,0.3999999999999999,0.5,0.001,0.9901789403074717,0.9902467355718897,6.779526441802464e-05
B,B_refined_h0.05,Backward Difference,0.05,0.001,0.3999999999999999,0.55,0.001,0.9779881944445385,0.9780551550367519,6.696059221333872e-05
B,B_refined_h0.05,Backward Difference,0.05,0.001,0.3999999999999999,0.6000000000000001,0.001,0.9417161334776508,0.9417806106056497,6.447712799884098e-05
B,B_refined_h0.05,Backward Difference,0.05,0.001,0.3999999999999999,0.65,0.001,0.8822558959278818,0.8823163019507874,6.040602290557917e-05
B,B_refined_h0.05,Backward Difference,0.05,0.001,0.3999999999999999,0.7000000000000001,0.001,0.8010715901809212,0.8011264377019737,5.4847521052447945e-05
B,B_refined_h0.05,Backward Difference,0.05,0.001,0.3999999999999999,0.75,0.001,0.7001622432795229,0.7002101817707254,4.7938491202437206e-05
B,B_refined_h0.05,Backward Difference,0.05,0.001,0.3999999999999999,0.8,0.001,0.5820125782433211,0.5820524272999212,3.98490566001497e-05
B,B_refined_h0.05,Backward Difference,0.05,0.001,0.3999999999999999,0.8500000000000001,0.001,0.4495318319417636,0.44956261034773687,3.077840597326409e-05
B,B_refined_h0.05,Backward Difference,0.05,0.001,0.3999999999999999,0.9,0.001,0.30598212002718544,0.3060030699160287,2.0949888843269093e-05
B,B_refined_h0.05,Backward Difference,0.05,0.001,0.3999999999999999,0.9500000000000001,0.001,0.15489811282110214,0.15490871833702358,1.0605515921441322e-05
B,B_refined_h0.05,Backward Difference,0.05,0.001,0.3999999999999999,1.0,0.001,1.2126194698306632e-16,0.0,1.2126194698306632e-16
B,B_refined_h0.05,Backward Difference,0.05,0.001,0.3999999999999999,0.0,0.002,0.0,0.0,0.0
B,B_refined_h0.05,Backward Difference,0.05,0.001,0.3999999999999999,0.05,0.002,0.153376849208826,0.1533978526448629,2.1003436036892698e-05
B,B_refined_h0.05,Backward Difference,0.05,0.001,0.3999999999999999,0.1,0.002,0.302977051361552,0.30301854105932413,4.1489697772123524e-05
B,B_refined_h0.05,Backward Difference,0.05,0.001,0.3999999999999999,0.15000000000000002,0.002,0.4451169529865723,0.445177907332024,6.0954345451724734e-05
B,B_refined_h0.05,Backward Difference,0.05,0.001,0.3999999999999999,0.2,0.002,0.576296597970591,0.5763755160654415,7.891809485049972e-05
B,B_refined_h0.05,Backward Difference,0.05,0.001,0.3999999999999999,0.25,0.002,0.6932859080938202,0.6933808467126601,9.493861883991261e-05
B,B_refined_h0.05,Backward Difference,0.05,0.001,0.3999999999999999,0.30000000000000004,0.002,0.7932042182757659,0.7933128397147162,0.00010862143895029597
B,B_refined_h0.05,Backward Difference,0.05,0.001,0.3999999999999999,0.35000000000000003,0.002,0.873591208109889,0.8737108377486289,0.00011962963873990429
B,B_refined_h0.05,Backward Difference,0.05,0.001,0.3999999999999999,0.4,0.002,0.9324674831173498,0.9325951752771456,0.00012769215979580029
B,B_refined_h0.05,Backward Difference,0.05,0.001,0.3999999999999999,0.45,0.002,0.9683833140083109,0.9685159244844022,0.00013261047609125498
B,B_refined_h0.05,Backward Difference,0.05,0.001,0.3999999999999999,0.5,0.002,0.9804543338284276,0.9805885973107841,0.0001342634823564559
B,B_refined_h0.05,Backward Difference,0.05,0.001,0.3999999999999999,0.55,0.002,0.9683833140083108,0.9685159244844023,0.00013261047609147703
B,B_refined_h0.05,Backward Difference,0.05,0.001,0.3999999999999999,0.6000000000000001,0.002,0.9324674831173498,0.9325951752771457,0.0001276921597959113
B,B_refined_h0.05,Backward Difference,0.05,0.001,0.3999999999999999,0.65,0.002,0.873591208109889,0.873710837748629,0.00011962963874001531
B,B_refined_h0.05,Backward Difference,0.05,0.001,0.3999999999999999,0.7000000000000001,0.002,0.7932042182757659,0.7933128397147163,0.00010862143895040699
B,B_refined_h0.05,Backward Difference,0.05,0.001,0.3999999999999999,0.75,0.002,0.6932859080938202,0.6933808467126603,9.493861884013466e-05
B,B_refined_h0.05,Backward Difference,0.05,0.001,0.3999999999999999,0.8,0.002,0.5762965979705911,0.5763755160654417,7.891809485061074e-05
B,B_refined_h0.05,Backward Difference,0.05,0.001,0.3999999999999999,0.8500000000000001,0.002,0.445116952986572,0.44517790733202395,6.095434545194678e-05
B,B_refined_h0.05,Backward Difference,0.05,0.001,0.3999999999999999,0.9,0.002,0.3029770513615521,0.30301854105932413,4.14896977720125e-05
B,B_refined_h0.05,Backward Difference,0.05,0.001,0.3999999999999999,0.9500000000000001,0.002,0.1533768492088261,0.15339785264486291,2.100343603680943e-05
B,B_refined_h0.05,Backward Difference,0.05,0.001,0.3999999999999999,1.0,0.002,1.2007102616331344e-16,0.0,1.2007102616331344e-16
B,B_refined_h0.05,Backward Difference,0.05,0.001,0.3999999999999999,0.0,0.003,0.0,0.0,0.0
B,B_refined_h0.05,Backward Difference,0.05,0.001,0.3999999999999999,0.05,0.003,0.15187052601729423,0.15190172282531322,3.119680801899616e-05
B,B_refined_h0.05,Backward Difference,0.05,0.001,0.3999999999999999,0.1,0.003,0.300001495654664,0.3000631211017523,6.16254470883204e-05
B,B_refined_h0.05,Backward Difference,0.05,0.001,0.3999999999999999,0.15000000000000002,0.003,0.4407454328211349,0.440835969484262,9.05366631271387e-05
B,B_refined_h0.05,Backward Difference,0.05,0.001,0.3999999999999999,0.2,0.003,0.5706367546813209,0.5707539732473667,0.00011721856604574032
